,Album_Id,Album_Type,Href,Album_Name,Label,Release_date,Release_date_precision,Total_tracks,Uri
3447,1CvE8Bp9CDOArk2aL3NuC4,album,https://api.spotify.com/v1/albums/1CvE8Bp9CDOArk2aL3NuC4,Highway Companion,American Recordings,2006-07-21,day,12,spotify:album:1CvE8Bp9CDOArk2aL3NuC4
3448,6Nu5K9Mpb5qYi1e7DGESse,single,https://api.spotify.com/v1/albums/6Nu5K9Mpb5qYi1e7DGESse,Ms. New Booty,Virgin Records,2005-01-01,day,1,spotify:album:6Nu5K9Mpb5qYi1e7DGESse
3449,2unbJ7dUr9mITQiMwWFqQD,album,https://api.spotify.com/v1/albums/2unbJ7dUr9mITQiMwWFqQD,Everytime We Touch (Premium Edition),Zoo Digital,2010-02-12,day,45,spotify:album:2unbJ7dUr9mITQiMwWFqQD
3450,0e0ks1xlvQBOsC3Gsw2EgA,album,https://api.spotify.com/v1/albums/0e0ks1xlvQBOsC3Gsw2EgA,On Top Of Our Game,Virgin Records,2006-01-01,day,12,spotify:album:0e0ks1xlvQBOsC3Gsw2EgA
3451,0fuGd7HQHt8xUoJKEuWAFl,album,https://api.spotify.com/v1/albums/0fuGd7HQHt8xUoJKEuWAFl,III,Show Dog Universal Music,2005-01-01,day,11,spotify:album:0fuGd7HQHt8xUoJKEuWAFl
3452,3Hsqc0J5qdVYRS19Le923K,album,https://api.spotify.com/v1/albums/3Hsqc0J5qdVYRS19Le923K,Water & Bridges,Capitol Nashville,2006-03-21,day,12,spotify:album:3Hsqc0J5qdVYRS19Le923K
3453,0TDJRkEr2SrhWTetdkEzED,album,https://api.spotify.com/v1/albums/0TDJRkEr2SrhWTetdkEzED,Lupe Fiasco's Food & Liquor,Atlantic Records,2006-06-27,day,16,spotify:album:0TDJRkEr2SrhWTetdkEzED
3454,12VzkzQVHYTbamnJ6UAVDb,album,https://api.spotify.com/v1/albums/12VzkzQVHYTbamnJ6UAVDb,Girl Next Door,Universal (MT),2005-01-01,year,13,spotify:album:12VzkzQVHYTbamnJ6UAVDb
3455,4026u2G1eNjPTkctkj8GtX,single,https://api.spotify.com/v1/albums/4026u2G1eNjPTkctkj8GtX,Do I Make You Proud/Takin' It To The Streets,Arista,2006-06-13,day,2,spotify:album:4026u2G1eNjPTkctkj8GtX
3456,1UPz5Nn544lc3h9D1KbFNO,album,https://api.spotify.com/v1/albums/1UPz5Nn544lc3h9D1KbFNO,So Amazin',Def Jam Recordings,2006-01-01,day,12,spotify:album:1UPz5Nn544lc3h9D1KbFNO
3457,4g0TGHOAnACPsqCwSoOR4m,album,https://api.spotify.com/v1/albums/4g0TGHOAnACPsqCwSoOR4m,The Real Thing,RCA Records Label,2005-10-25,day,11,spotify:album:4g0TGHOAnACPsqCwSoOR4m
3458,5nkUSlIhtoJZMOUlB0sNCp,album,https://api.spotify.com/v1/albums/5nkUSlIhtoJZMOUlB0sNCp,From Under The Cork Tree,Island Records,2005-05-03,day,13,spotify:album:5nkUSlIhtoJZMOUlB0sNCp
3459,6M1IwZsOOyBgmpKO75XPRj,album,https://api.spotify.com/v1/albums/6M1IwZsOOyBgmpKO75XPRj,"Laugh Now, Cry Later",Virgin Records,2006-01-01,day,21,spotify:album:6M1IwZsOOyBgmpKO75XPRj
3460,4LfEslRqPOv2ZOrW6KhhWr,album,https://api.spotify.com/v1/albums/4LfEslRqPOv2ZOrW6KhhWr,The People's Champ,Atlantic Records,2005-07-19,day,18,spotify:album:4LfEslRqPOv2ZOrW6KhhWr
3461,38SYXeHuriARoB9LeyuCgp,album,https://api.spotify.com/v1/albums/38SYXeHuriARoB9LeyuCgp,Director,Geffen,2006-01-01,day,15,spotify:album:38SYXeHuriARoB9LeyuCgp
3462,6V2vSzKZUSity4NFnzkQMU,album,https://api.spotify.com/v1/albums/6V2vSzKZUSity4NFnzkQMU,American Idol Season 5 Encores,RCA Records Label,2006-05-23,day,12,spotify:album:6V2vSzKZUSity4NFnzkQMU
3463,4ovUdHrbzwtbtKMyU997Hl,album,https://api.spotify.com/v1/albums/4ovUdHrbzwtbtKMyU997Hl,My Kind Of Livin',Broken Bow Records,2005-03-08,day,12,spotify:album:4ovUdHrbzwtbtKMyU997Hl
3464,2GqAV0eTWlifSFIoHOnUME,album,https://api.spotify.com/v1/albums/2GqAV0eTWlifSFIoHOnUME,Jagged Edge,Sony Urban Music/Columbia,2006-05-09,day,16,spotify:album:2GqAV0eTWlifSFIoHOnUME
3465,1ekaxA9Q5GzUPCepx4wzMF,album,https://api.spotify.com/v1/albums/1ekaxA9Q5GzUPCepx4wzMF,Back to Bedlam,Custard/Atlantic,2005-08-08,day,10,spotify:album:1ekaxA9Q5GzUPCepx4wzMF
3466,47NRe9ML5KLtsC9kEys3rl,album,https://api.spotify.com/v1/albums/47NRe9ML5KLtsC9kEys3rl,More Fish,Def Jam Recordings,2006-01-01,day,17,spotify:album:47NRe9ML5KLtsC9kEys3rl
3467,27GrIQPCPtPyEUxONxAcRe,single,https://api.spotify.com/v1/albums/27GrIQPCPtPyEUxONxAcRe,Best Friend (Remix),G-Unit Records,2006-01-01,day,1,spotify:album:27GrIQPCPtPyEUxONxAcRe
3468,7slHgsEMuJfnuft5LAPyw6,album,https://api.spotify.com/v1/albums/7slHgsEMuJfnuft5LAPyw6,Tha Carter II,CM/Republic,2005-01-01,day,22,spotify:album:7slHgsEMuJfnuft5LAPyw6
3469,0Pe9KCcaFK7CkeZPWXCuaB,album,https://api.spotify.com/v1/albums/0Pe9KCcaFK7CkeZPWXCuaB,Most Known Unknown,Hypnotize Minds/Sony Urban Music/Columbia,2006-06-20,day,22,spotify:album:0Pe9KCcaFK7CkeZPWXCuaB
3470,1fWRJnKYVaE87br8un0TTK,album,https://api.spotify.com/v1/albums/1fWRJnKYVaE87br8un0TTK,Todd Smith,Mercury Records,2006-04-11,day,13,spotify:album:1fWRJnKYVaE87br8un0TTK
3471,3CKBOq72eC6OT47Rcu3IAC,album,https://api.spotify.com/v1/albums/3CKBOq72eC6OT47Rcu3IAC,Wherever You Are,Big Machine,2005-01-01,day,14,spotify:album:3CKBOq72eC6OT47Rcu3IAC
3472,2rNUIqPFIbq5bSH46jHUZy,album,https://api.spotify.com/v1/albums/2rNUIqPFIbq5bSH46jHUZy,Barrio Fino En Directo,Interscope/El Cartel,2005-01-01,day,16,spotify:album:2rNUIqPFIbq5bSH46jHUZy
3473,4nvgSs9EQXS5AIwprqq8OU,single,https://api.spotify.com/v1/albums/4nvgSs9EQXS5AIwprqq8OU,Upside Down,Brushfire Records/Universal,2006-02-24,day,3,spotify:album:4nvgSs9EQXS5AIwprqq8OU
3474,22lPla08LErk0XHBkUWq5f,album,https://api.spotify.com/v1/albums/22lPla08LErk0XHBkUWq5f,Somewhere Down In Texas,MCA Nashville,2005-01-01,day,11,spotify:album:22lPla08LErk0XHBkUWq5f
3475,4zEAsP0RIfbGARdtsgAaUV,album,https://api.spotify.com/v1/albums/4zEAsP0RIfbGARdtsgAaUV,The Way It Is,A&M (UC),2005-01-01,day,12,spotify:album:4zEAsP0RIfbGARdtsgAaUV
3476,6vV5UrXcfyQD1wu4Qo2I9K,album,https://api.spotify.com/v1/albums/6vV5UrXcfyQD1wu4Qo2I9K,The Cookbook,Atlantic Records/ATG,2005-07-04,day,16,spotify:album:6vV5UrXcfyQD1wu4Qo2I9K
3477,1F9Fd7d8U3wykniDos7pbg,album,https://api.spotify.com/v1/albums/1F9Fd7d8U3wykniDos7pbg,Testimony: Vol. 1 Life & Relationship,Universal Records,2006-06-27,day,16,spotify:album:1F9Fd7d8U3wykniDos7pbg
3478,4FyzqUSV3OqNvh0bjF2qaZ,album,https://api.spotify.com/v1/albums/4FyzqUSV3OqNvh0bjF2qaZ,Still Hot In Herre,Universal Records,2022-10-14,day,17,spotify:album:4FyzqUSV3OqNvh0bjF2qaZ
3479,6KbgkuWe1Y37OgafUT5zLp,album,https://api.spotify.com/v1/albums/6KbgkuWe1Y37OgafUT5zLp,In My Mind,RCA Records Label,2006-01-01,year,12,spotify:album:6KbgkuWe1Y37OgafUT5zLp
3480,1D64yynWfPM3kIz3GWMJV8,album,https://api.spotify.com/v1/albums/1D64yynWfPM3kIz3GWMJV8,Goodbye Alice In Wonderland,Craft Recordings,2006-05-02,day,15,spotify:album:1D64yynWfPM3kIz3GWMJV8
3481,30Cu7H7abvkKw8EuWckmG0,album,https://api.spotify.com/v1/albums/30Cu7H7abvkKw8EuWckmG0,The Beginning & Everything After,Fair Trade/Columbia,2018-11-02,day,12,spotify:album:30Cu7H7abvkKw8EuWckmG0
3482,43iBTEWECK7hSnE0p6GgNo,album,https://api.spotify.com/v1/albums/43iBTEWECK7hSnE0p6GgNo,The Emancipation of Mimi,Island Records,2005-04-12,day,14,spotify:album:43iBTEWECK7hSnE0p6GgNo
3483,311sQUy4H8IFHsY9j8kx5q,album,https://api.spotify.com/v1/albums/311sQUy4H8IFHsY9j8kx5q,Us and Them (Deluxe Edition),Atlantic Records,2005-10-04,day,25,spotify:album:311sQUy4H8IFHsY9j8kx5q
3484,5PY2mZGCOMezmWH7hiCwFH,album,https://api.spotify.com/v1/albums/5PY2mZGCOMezmWH7hiCwFH,Pearl Jam,J Records,2006-05-02,day,13,spotify:album:5PY2mZGCOMezmWH7hiCwFH
3485,5qENHeCSlwWpEzb25peRmQ,compilation,https://api.spotify.com/v1/albums/5qENHeCSlwWpEzb25peRmQ,Curtain Call: The Hits (Deluxe Edition),Aftermath,2005-12-06,day,24,spotify:album:5qENHeCSlwWpEzb25peRmQ
3486,2IGgtSdgps7BjyZBtJGW89,album,https://api.spotify.com/v1/albums/2IGgtSdgps7BjyZBtJGW89,Be Here,Capitol Nashville,2004-01-01,day,13,spotify:album:2IGgtSdgps7BjyZBtJGW89
3487,2oJTYN8xPlbz6qURAPTzBa,album,https://api.spotify.com/v1/albums/2oJTYN8xPlbz6qURAPTzBa,"Good Times, Bad Times - Ten Years of Godsmack",Universal Records,2007-01-01,day,16,spotify:album:2oJTYN8xPlbz6qURAPTzBa
3488,1Qx0TayWQYtbHAR7ECJyj7,album,https://api.spotify.com/v1/albums/1Qx0TayWQYtbHAR7ECJyj7,Into The Rush,Hollywood Records,2005-01-01,day,14,spotify:album:1Qx0TayWQYtbHAR7ECJyj7
3489,6Dx1pg8UVVauDZajxg62RA,album,https://api.spotify.com/v1/albums/6Dx1pg8UVVauDZajxg62RA,Blake Shelton's Barn & Grill,Warner Records/Nashville,2004-10-26,day,11,spotify:album:6Dx1pg8UVVauDZajxg62RA
3490,65G0BpV00GmLi5WUCeWdvT,album,https://api.spotify.com/v1/albums/65G0BpV00GmLi5WUCeWdvT,Wanted,Sony Urban Music/Columbia,2005-01-01,year,11,spotify:album:65G0BpV00GmLi5WUCeWdvT
3491,4InOwVztkUiFlER3pgrgwg,album,https://api.spotify.com/v1/albums/4InOwVztkUiFlER3pgrgwg,Party Harty Vol.3,Battista,2012-04-28,day,12,spotify:album:4InOwVztkUiFlER3pgrgwg
3492,6xv4soedEKLMLzSpgWYuzf,album,https://api.spotify.com/v1/albums/6xv4soedEKLMLzSpgWYuzf,Youth,Epic,2006-03-07,day,13,spotify:album:6xv4soedEKLMLzSpgWYuzf
3493,6js6AsbjWMdMXapWYkbVSm,album,https://api.spotify.com/v1/albums/6js6AsbjWMdMXapWYkbVSm,Wildflower (Deluxe Edition),A&M,2005-09-27,day,15,spotify:album:6js6AsbjWMdMXapWYkbVSm
3494,5xPDOWC4cy0sS9FrF7HiHZ,compilation,https://api.spotify.com/v1/albums/5xPDOWC4cy0sS9FrF7HiHZ,Something To Be Proud Of: Best Of 1999-2005,Columbia,1999-01-01,year,13,spotify:album:5xPDOWC4cy0sS9FrF7HiHZ
3495,3fsD8zvVTghKqePQ19oKLO,album,https://api.spotify.com/v1/albums/3fsD8zvVTghKqePQ19oKLO,There's Something About Remy-Based On A True Story (Explicit),Universal Records,2006-01-01,day,19,spotify:album:3fsD8zvVTghKqePQ19oKLO
3496,2koUTBXkwUt2uJYv0uezHx,album,https://api.spotify.com/v1/albums/2koUTBXkwUt2uJYv0uezHx,It's Time,143/Reprise,2005-02-07,day,13,spotify:album:2koUTBXkwUt2uJYv0uezHx
3497,6LCpvp7Jgbr8bV9PKGlHuI,album,https://api.spotify.com/v1/albums/6LCpvp7Jgbr8bV9PKGlHuI,Ahora Y Siempre,Fonovisa,2007-01-01,day,12,spotify:album:6LCpvp7Jgbr8bV9PKGlHuI
3498,5R147bGPSjYD0JphYSK9fD,album,https://api.spotify.com/v1/albums/5R147bGPSjYD0JphYSK9fD,40 Super Hits Karaoke: Ultimate Hits V2,Digital Revolution Entertainment,2011-12-11,day,40,spotify:album:5R147bGPSjYD0JphYSK9fD
3499,2hOY4rDu51XSBvtwfWgSmz,album,https://api.spotify.com/v1/albums/2hOY4rDu51XSBvtwfWgSmz,Lifehouse,Geffen,2005-03-22,day,12,spotify:album:2hOY4rDu51XSBvtwfWgSmz
3500,56Us3Q6UIM4jKJZlWhqddL,album,https://api.spotify.com/v1/albums/56Us3Q6UIM4jKJZlWhqddL,With Teeth,Nothing,2005-05-03,day,13,spotify:album:56Us3Q6UIM4jKJZlWhqddL
3501,6j1ewaeiw48zvPdaC3RK7m,album,https://api.spotify.com/v1/albums/6j1ewaeiw48zvPdaC3RK7m,Hero,Gospocentric,2005-10-03,day,20,spotify:album:6j1ewaeiw48zvPdaC3RK7m
3502,4vILeh9sgKiDXnyL2pHCiz,album,https://api.spotify.com/v1/albums/4vILeh9sgKiDXnyL2pHCiz,Show Your Bones,Interscope,2006-01-01,day,11,spotify:album:4vILeh9sgKiDXnyL2pHCiz
3503,1YfNNrMrt3wj6qmUX8UPrn,album,https://api.spotify.com/v1/albums/1YfNNrMrt3wj6qmUX8UPrn,I Am Me,Geffen,2005-01-01,day,11,spotify:album:1YfNNrMrt3wj6qmUX8UPrn
3504,0W9nNgECGziUeOVL8lFBy2,album,https://api.spotify.com/v1/albums/0W9nNgECGziUeOVL8lFBy2,Reality Check,Atlantic Records,2006-02-27,day,19,spotify:album:0W9nNgECGziUeOVL8lFBy2
3505,1hg0pQJLE9dzfT1kgZtDPr,album,https://api.spotify.com/v1/albums/1hg0pQJLE9dzfT1kgZtDPr,Confessions on a Dance Floor,Warner Records,2005-11-11,day,12,spotify:album:1hg0pQJLE9dzfT1kgZtDPr
3506,2HbvQeJXke68tjwOcsj8ne,album,https://api.spotify.com/v1/albums/2HbvQeJXke68tjwOcsj8ne,Mi Sangre,National Own (UC),2004-01-01,day,12,spotify:album:2HbvQeJXke68tjwOcsj8ne
3507,4D8A8M0NJjEdQhusawyeDz,album,https://api.spotify.com/v1/albums/4D8A8M0NJjEdQhusawyeDz,Make Believe,Geffen,2005-05-10,day,12,spotify:album:4D8A8M0NJjEdQhusawyeDz
3508,4PRZLxPlWDf6fhmzCsFRmb,album,https://api.spotify.com/v1/albums/4PRZLxPlWDf6fhmzCsFRmb,Real Fine Place,RCA Records Label Nashville,2005-10-03,day,13,spotify:album:4PRZLxPlWDf6fhmzCsFRmb
3509,7jDU9nE51kel3vrhztvMrj,album,https://api.spotify.com/v1/albums/7jDU9nE51kel3vrhztvMrj,Twelve Eighteen (Part I) [Explicit Version],Upstairs Records,2005-07-26,day,13,spotify:album:7jDU9nE51kel3vrhztvMrj
3510,5PE3OnyEPOlTShpjij8Wfp,album,https://api.spotify.com/v1/albums/5PE3OnyEPOlTShpjij8Wfp,Down for Life,Atlantic Records/Asylum,2005-11-08,day,14,spotify:album:5PE3OnyEPOlTShpjij8Wfp
3511,5EaEOUs3O1MZRicDMUIuqo,album,https://api.spotify.com/v1/albums/5EaEOUs3O1MZRicDMUIuqo,Lights And Sounds,Capitol Records,2006-01-01,day,14,spotify:album:5EaEOUs3O1MZRicDMUIuqo
3512,1VlMcoG1aI4E4kBIVoH5cp,album,https://api.spotify.com/v1/albums/1VlMcoG1aI4E4kBIVoH5cp,The Autumn Effect,Universal Records,2005-01-01,day,13,spotify:album:1VlMcoG1aI4E4kBIVoH5cp
3513,4E7bV0pzG0LciBSWTszra6,album,https://api.spotify.com/v1/albums/4E7bV0pzG0LciBSWTszra6,X&Y,Parlophone Records Limited,2005-06-07,day,13,spotify:album:4E7bV0pzG0LciBSWTszra6
3514,1NovG9mTUookEBrlHP6QC1,album,https://api.spotify.com/v1/albums/1NovG9mTUookEBrlHP6QC1,Kerosene,Epic,2005-01-01,year,12,spotify:album:1NovG9mTUookEBrlHP6QC1
3515,0mfiGkVJST0ysEVznu2aZP,album,https://api.spotify.com/v1/albums/0mfiGkVJST0ysEVznu2aZP,Pa'l Mundo,Machete Music,2005-01-01,day,22,spotify:album:0mfiGkVJST0ysEVznu2aZP
3516,0bUTHlWbkSQysoM3VsWldT,album,https://api.spotify.com/v1/albums/0bUTHlWbkSQysoM3VsWldT,Demon Days,Parlophone UK,2005-05-23,day,15,spotify:album:0bUTHlWbkSQysoM3VsWldT
3517,7sPfDVisrecDYGwiwXeEgW,album,https://api.spotify.com/v1/albums/7sPfDVisrecDYGwiwXeEgW,I Gotta Make It,Atlantic Records,2005-07-26,day,18,spotify:album:7sPfDVisrecDYGwiwXeEgW
3518,3Lqn8M0QxPLIPRJ4nUKTGN,album,https://api.spotify.com/v1/albums/3Lqn8M0QxPLIPRJ4nUKTGN,Love Angel Music Baby (Deluxe Version),Interscope,2004-11-23,day,20,spotify:album:3Lqn8M0QxPLIPRJ4nUKTGN
3519,6ZLE8nIut6t3CXt1dIpSh6,album,https://api.spotify.com/v1/albums/6ZLE8nIut6t3CXt1dIpSh6,Raydiation,Knockout Entertainment,2005-09-05,day,14,spotify:album:6ZLE8nIut6t3CXt1dIpSh6
3520,1UnAHcFabsZQnZbPQRuwq8,album,https://api.spotify.com/v1/albums/1UnAHcFabsZQnZbPQRuwq8,What The Game's Been Missing!,Diplomatic Man/ Def Jam,2005-01-01,day,22,spotify:album:1UnAHcFabsZQnZbPQRuwq8
3521,2M6rjUsC2T3KJ8Ku2uTTQG,album,https://api.spotify.com/v1/albums/2M6rjUsC2T3KJ8Ku2uTTQG,Duets: The Final Chapter,Bad Boy Records,2005-12-13,day,22,spotify:album:2M6rjUsC2T3KJ8Ku2uTTQG
3522,3XWgiQQ5dMilsbpKDWmzSA,album,https://api.spotify.com/v1/albums/3XWgiQQ5dMilsbpKDWmzSA,Songs About Me,Capitol Nashville,2005-01-01,day,11,spotify:album:3XWgiQQ5dMilsbpKDWmzSA
3523,1ggF3549NUNFgnjVvU2Dze,album,https://api.spotify.com/v1/albums/1ggF3549NUNFgnjVvU2Dze,Dark Light,Kobalt Music Recordings,2005-09-26,day,11,spotify:album:1ggF3549NUNFgnjVvU2Dze
3524,7KkRJXCi3M2XtVMT7qa7Ib,album,https://api.spotify.com/v1/albums/7KkRJXCi3M2XtVMT7qa7Ib,Twice The Speed Of Life,Mercury Nashville,2004-01-01,day,11,spotify:album:7KkRJXCi3M2XtVMT7qa7Ib
3525,5x3ZoZjexntAoipx0KaDnf,single,https://api.spotify.com/v1/albums/5x3ZoZjexntAoipx0KaDnf,When I'm Gone,Aftermath/Shady,2005-12-06,day,3,spotify:album:5x3ZoZjexntAoipx0KaDnf
3526,4UZTjODd6CvRN1Lx8g6hBV,album,https://api.spotify.com/v1/albums/4UZTjODd6CvRN1Lx8g6hBV,Mmhmm,Gotee Records,2004-11-02,day,14,spotify:album:4UZTjODd6CvRN1Lx8g6hBV
3527,0CEHFvHUQ0ZSv3mugziS76,album,https://api.spotify.com/v1/albums/0CEHFvHUQ0ZSv3mugziS76,Anthology: 1995-2010,Legacy Recordings,2018-08-17,day,37,spotify:album:0CEHFvHUQ0ZSv3mugziS76
3528,4gFf1NspwsTqqV77litYT3,album,https://api.spotify.com/v1/albums/4gFf1NspwsTqqV77litYT3,Lost Highway,Lost Highway Records,2009-01-01,day,17,spotify:album:4gFf1NspwsTqqV77litYT3
3529,4FyGpObwABjn0o8Tdp7AZz,album,https://api.spotify.com/v1/albums/4FyGpObwABjn0o8Tdp7AZz,Music Of The Sun,Def Jam Recordings,2005-08-29,day,13,spotify:album:4FyGpObwABjn0o8Tdp7AZz
3530,7pul7RvuYLqryKehizOvsG,compilation,https://api.spotify.com/v1/albums/7pul7RvuYLqryKehizOvsG,35 Biggest Hits,Curb Records,2015-06-16,day,36,spotify:album:7pul7RvuYLqryKehizOvsG
3531,4gk29iSj6w1jnIyTwdcidI,single,https://api.spotify.com/v1/albums/4gk29iSj6w1jnIyTwdcidI,Stay Fly (4 Pack) (feat. Young Buck & Eightball & MJG),Hypnotize Minds/Sony Urban Music/Columbia,2005-07-05,day,4,spotify:album:4gk29iSj6w1jnIyTwdcidI
3532,57AbXDTvGGw2GDC6rrsH2m,compilation,https://api.spotify.com/v1/albums/57AbXDTvGGw2GDC6rrsH2m,Ludacris Presents...Disturbing Tha Peace,Universal Music Mexico,2005-01-01,day,17,spotify:album:57AbXDTvGGw2GDC6rrsH2m
3533,5RIaPLtgEKqhRjLO5KHZfo,album,https://api.spotify.com/v1/albums/5RIaPLtgEKqhRjLO5KHZfo,Testify,Atlantic Records,2006-01-01,year,13,spotify:album:5RIaPLtgEKqhRjLO5KHZfo
3534,4dOvFkIgrb6b9zCcGfCcci,compilation,https://api.spotify.com/v1/albums/4dOvFkIgrb6b9zCcGfCcci,High School Musical,Walt Disney Records,2006-01-01,day,13,spotify:album:4dOvFkIgrb6b9zCcGfCcci
3535,7lxPWM0F06HwejiYAroSha,album,https://api.spotify.com/v1/albums/7lxPWM0F06HwejiYAroSha,The Glamorest Life,Atlantic Records,2005-01-01,year,13,spotify:album:7lxPWM0F06HwejiYAroSha
3536,3QxX3NbWyLlLG6lP1xveL3,album,https://api.spotify.com/v1/albums/3QxX3NbWyLlLG6lP1xveL3,Hypnotize,American/Columbia,2005-11-22,day,12,spotify:album:3QxX3NbWyLlLG6lP1xveL3
3537,55tK4Ab7XHTOKkw0xDz3AA,album,https://api.spotify.com/v1/albums/55tK4Ab7XHTOKkw0xDz3AA,City of Evil,Warner Records,2005-06-06,day,11,spotify:album:55tK4Ab7XHTOKkw0xDz3AA
3538,1NFGnxmeIEBakre4DvLaJq,album,https://api.spotify.com/v1/albums/1NFGnxmeIEBakre4DvLaJq,Plans,Atlantic Records,2005-08-29,day,11,spotify:album:1NFGnxmeIEBakre4DvLaJq
3539,5dN7F9DV0Qg1XRdIgW8rke,album,https://api.spotify.com/v1/albums/5dN7F9DV0Qg1XRdIgW8rke,American Idiot,Reprise,2004-09-21,day,9,spotify:album:5dN7F9DV0Qg1XRdIgW8rke
3540,4KCe4KPxUSyKPLu5a6mDVg,album,https://api.spotify.com/v1/albums/4KCe4KPxUSyKPLu5a6mDVg,Unplugged,J Records,2005-10-11,day,16,spotify:album:4KCe4KPxUSyKPLu5a6mDVg
3541,16WEf7hEvArHEBH0Y1uIlx,album,https://api.spotify.com/v1/albums/16WEf7hEvArHEBH0Y1uIlx,Anywhere But Here,Capitol Nashville,2005-01-01,day,11,spotify:album:16WEf7hEvArHEBH0Y1uIlx
3542,2eprpJCYbCbPZRKVGIEJxZ,album,https://api.spotify.com/v1/albums/2eprpJCYbCbPZRKVGIEJxZ,In Your Honor,RCA Records Label,2005-06-14,day,20,spotify:album:2eprpJCYbCbPZRKVGIEJxZ
3543,4uzLUpS1q4lwmLo7DTlWOF,album,https://api.spotify.com/v1/albums/4uzLUpS1q4lwmLo7DTlWOF,A Salute To Garth Brooks,Suite 102,2007-01-16,day,15,spotify:album:4uzLUpS1q4lwmLo7DTlWOF
3544,6LKbX6fsiMtw6xP4TgsY9Q,album,https://api.spotify.com/v1/albums/6LKbX6fsiMtw6xP4TgsY9Q,The Day After,Atlantic Records,2005-10-03,day,15,spotify:album:6LKbX6fsiMtw6xP4TgsY9Q
3545,6CZsZhx7G4jMx7qoRSFCrI,single,https://api.spotify.com/v1/albums/6CZsZhx7G4jMx7qoRSFCrI,Window Shopper,G-Unit Records,2005-11-06,day,3,spotify:album:6CZsZhx7G4jMx7qoRSFCrI
3546,3ZXm9DKWG6RTFrmQutABx6,single,https://api.spotify.com/v1/albums/3ZXm9DKWG6RTFrmQutABx6,Seasons of Love (From the Motion Picture RENT),Warner Records,2005-08-02,day,1,spotify:album:3ZXm9DKWG6RTFrmQutABx6
3547,5NH87jdrVjOHt8gDMHT1Wy,album,https://api.spotify.com/v1/albums/5NH87jdrVjOHt8gDMHT1Wy,Feels Like Today,Lyric Street,2004-01-01,day,12,spotify:album:5NH87jdrVjOHt8gDMHT1Wy
3548,1C5xrwfzgDM0hz7Kb035V3,album,https://api.spotify.com/v1/albums/1C5xrwfzgDM0hz7Kb035V3,Karma and Effect,The Bicycle Music Company,2005-01-01,day,14,spotify:album:1C5xrwfzgDM0hz7Kb035V3
3549,0coRi1BhwR0KSFR2tF0cNG,album,https://api.spotify.com/v1/albums/0coRi1BhwR0KSFR2tF0cNG,A Little More Personal (RAW),Casablanca Records,2005-01-01,day,12,spotify:album:0coRi1BhwR0KSFR2tF0cNG
3550,3DuiGV3J09SUhvp8gqNx8h,album,https://api.spotify.com/v1/albums/3DuiGV3J09SUhvp8gqNx8h,Three Cheers for Sweet Revenge,Reprise,2004-06-08,day,13,spotify:album:3DuiGV3J09SUhvp8gqNx8h
3551,50IGxoaKeNarzpMCO7wvuU,album,https://api.spotify.com/v1/albums/50IGxoaKeNarzpMCO7wvuU,Ev'rybody Know Me,LaFace Records,2005-10-18,day,16,spotify:album:50IGxoaKeNarzpMCO7wvuU
3552,5GdFhSqGqscLzroj93vNfS,single,https://api.spotify.com/v1/albums/5GdFhSqGqscLzroj93vNfS,More Than Words (English Version),Columbia,2005-09-13,day,1,spotify:album:5GdFhSqGqscLzroj93vNfS
3553,0tkYbxsTPQ5kTVdrvj4S3f,album,https://api.spotify.com/v1/albums/0tkYbxsTPQ5kTVdrvj4S3f,U.S.A. (United State of Atlanta),The Orchard,2005-06-28,day,23,spotify:album:0tkYbxsTPQ5kTVdrvj4S3f
3554,0Te7OvzuUMnbsqCneIDUm6,album,https://api.spotify.com/v1/albums/0Te7OvzuUMnbsqCneIDUm6,Ten Thousand Fists,Reprise,2005-09-19,day,14,spotify:album:0Te7OvzuUMnbsqCneIDUm6
3555,23AlqB5XhYEfK7l0iZ4bbk,album,https://api.spotify.com/v1/albums/23AlqB5XhYEfK7l0iZ4bbk,Switch,Epic,2005-11-29,day,11,spotify:album:23AlqB5XhYEfK7l0iZ4bbk
3556,49SFJxs7RERCAK39qzOaAP,album,https://api.spotify.com/v1/albums/49SFJxs7RERCAK39qzOaAP,Días Felices,National Own,2005-11-15,day,10,spotify:album:49SFJxs7RERCAK39qzOaAP
3557,6X7HEjHrNHimc0buMQpNya,album,https://api.spotify.com/v1/albums/6X7HEjHrNHimc0buMQpNya,Trouble,SRC Records,2006-01-01,day,13,spotify:album:6X7HEjHrNHimc0buMQpNya
3558,5Kexjw3aLUrvDNAGrUMAmE,album,https://api.spotify.com/v1/albums/5Kexjw3aLUrvDNAGrUMAmE,Bluestars,Atlantic Records,2005-05-17,day,14,spotify:album:5Kexjw3aLUrvDNAGrUMAmE
3559,6yITsogKnqqWkEKqODSrDG,album,https://api.spotify.com/v1/albums/6yITsogKnqqWkEKqODSrDG,You Do Your Thing,Columbia,2004-05-18,day,12,spotify:album:6yITsogKnqqWkEKqODSrDG
3560,6gKNrsYOpavwtwRsJrQ59f,single,https://api.spotify.com/v1/albums/6gKNrsYOpavwtwRsJrQ59f,Lighters Up,Atlantic Records,2005-08-30,day,1,spotify:album:6gKNrsYOpavwtwRsJrQ59f
